NU_INSCRICAO,NU_NOTA_MT
e02240b518016d03a1b5bcc6d0a37b7a527ea93d,609.2384950841742
664f44258212a1f7e4086f2b4845d586c543fa3f,492.0393314887367
265cd7befa74a9f2a198fc57baec9858075f8419,429.38079612476
6f9ac44919bbd204e0ef15185388fd2d4bc61253,516.5592310693405
78de1ee60b55766cc3eba4089e36c57139b66ebd,458.8481060184757
1e61a474acdc043eb39a89c17fab34bd2ea1a940,439.5860388573255
940af68ded6af2875708611051aa7ff3f134d80b,512.5064212318789
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,494.6130511378871
c76ddf6e9f80984e901b12f9462a3cf029bea290,484.8154922331454
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,456.650267642618
92823d467a2ced9529801e0e8a94802dd88f0c17,445.5705219212242
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,574.383142120699
413cbb38b2e2522f8167ffb9daeac1347b281393,494.56960667613185
68985fad004092956a4b4ce94dd53dc76d07eaf7,496.32352458771555
bdca9aeb19521675af15f2c28d86f6bebc45a834,485.3264258305469
b65b19d42b7a4b644fe9f99366dcb37b120862d9,406.8657901351221
eda898aa8ec465cbac70de72ead0c6d688e5f95a,441.6802753424893
8d5c4481d736f6ce27976e400f4245bf10757608,419.79029815523745
c4cea54435c0fd0e171eed4c215479bb3ca86113,449.16641406549235
7d5cd89c6112b9a202a025a24355135bc60848c6,478.69608570455944
b70ab62384aa80545928a311f5b5d3db2f4d87ee,548.010375398823
c96431dd924f366d2229a7f1455388b8cd85be49,578.4637033419206
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,426.46522392168134
e724482370ae6126008ade80b564ad8d8a0a7cbd,470.555905435188
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,603.5845511018176
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,489.9776253618656
7f898f8939ae054359f83ee154bb91bc7dd2c959,561.0271038134513
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,479.9334798207898
82e3b12c6366008fabc238f299f117074e78de5d,402.4752134827713
0d838be0e718ceb786cdb10fcc12559e00440240,509.08950422883885
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,476.36509308537876
c83fe640ba466ba904ac1055e53a875289888797,439.66986322384463
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,474.9782343969768
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,386.3004167102503
328639a0c753715c30a58bae70c82f2101153eb3,423.60695005697534
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,541.3493320185376
f56746cc2900258507d2b32c126f8db090db856f,437.23436398421694
1a4963b5fea8bb25c67750cdafbe84b01efad177,418.5714909271453
b520c940e62f4ed684417e7eacf00d85752060da,487.1801484556981
2e170cf2651ed448991af6fc5df15167733b2d8f,506.57342179448875
6efdd93a0ae289be6bb5a400bfc1deb077d75886,409.78348550707796
72ac2acc787d8cba0934cca3810ac091d792c8db,510.8556106928083
92a25eee14554806f081869cc9dac868fd1860fb,423.6244549315336
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,414.46366555663695
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,448.7469345954239
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,543.3313498056859
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,438.723006140878
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,472.3987270706165
0467e022da4ef897f666bc76f31e1bc8976f7e92,484.81688140216806
993aca0d5eac6741117947c82a3647102096255e,475.1320977206214
36bb672077a46a3e4755cef90437a616d28bdf23,417.0619374705626
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,404.3284135257729
328ca19128d276eb4fbc309c54ec7f346c803d2f,697.1154657287964
27cdb62f0a2a5467efeb30aafbf246ed2320c532,394.8680422220065
f9ef2695eb0986666093945894b8f2fee351bf22,506.8818381532846
8a021391cdaac100dab56c59284bd50137a74129,550.5159751650219
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,517.1779928593014
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,467.7396590033245
b9f786712775e0d1d735398d710b01f404c985a3,396.9094188806886
564958997e204bda06fbe90afc4722805c78a855,578.6163410423499
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,418.0244321136053
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,483.89631846653754
8296743fdd105ce9183561cf5b359b0a3781465e,429.45755364888873
6602c7f15a1fdd082265b64976448c6809df792d,450.6178197004572
31ae66f0fe024acae4490915c348e487f2367574,529.3605807390825
81901aa980653106e64863d957387d24e2c00af3,418.77945939022686
28e10d1bd0b6effe0edd503446ebda948ad240ad,434.6552374235284
53a7ee52a87f80241e2ca13c923e06b72bf3a059,394.2852310348187
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,588.5106947899217
02681b5c893b94db204713cb4b20dde6fc3f2f95,544.5491027314288
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,408.5577251406441
28c6829e69879bc1d34db1cd51b89562d3cc596b,517.4179897856536
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,472.1837902592674
923538833160e8432636c88e8119378a43b3d766,466.21967446836845
aacb834258765a2959ee63c57d2be4923d11a696,461.81717048909434
c32e484025571dd94255a77f21de08ab8d2aaba8,479.5053377351645
d425deeec0a3c7006f14d732eff8933d5155067f,486.562744807917
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,472.17188737548724
716a178e9a6f7791b820da77879943ac9040a547,445.23217470296214
430212cd8767ef2bff8cda0f61729203fef7523e,423.99015327718655
e97d33221238e445688a0e984778d4ecac788be2,514.1810060973582
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,508.5413168654255
0411742cbb54fe1b6927b25f0bb52b885828c828,439.6893244631346
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,397.8608470874143
e4e7a38b58319ad0a5cde4848622b21783c907e9,490.5173563914642
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,572.6851850656647
aec1b63c3f0c9554e533752d8fe138ca82101d4a,450.42727767399384
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,490.5599228797626
4b48d500ba4410546ce01f7f6d44bcbafa73994f,425.96305006190715
edf33c347c866d26872f540bcc1f6ae415f3294c,481.62205515163987
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,521.7475968958884
3a265ea6ebdc4eb2520db912adf5592f03b3d634,388.66186920750215
e418fbb77e6ff4103205f3b7f6a66d53183d809b,462.7594176044126
8ddbfe70cd41135cb6f125335a48d100789edbf7,386.8991457803558
1d3e406d0223d4cb0328850d689ba9fcadf62776,436.92227083840123
ecaf075653faf2dcdf946c0ce50629f5083347c0,424.73249092827285
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,502.5650741710397
5b7877d12550dd35d27a02b66a13f2a27bce11ca,429.85891999624204
18f800ec03e33ebad5fb97aa8465dd3e5961337e,441.64275226951565
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,496.8968753868882
cc8794762ffa592758b5117d67e0d02e2e8b9c49,515.1879088632923
894d277c608610fa8c31db531f64582b9569b2e9,441.7099931625979
b2e029961aa0f20071b74708e0d97e6f200ec582,453.8845911551428
64c4892488a9c6281bdabf467a0b5a6382d248e6,482.09392005047647
ac112e94587e6e4249b7182329ee5a5040ae94ea,535.7549147789221
a58cf11e498228f9aaca92b0c49f955a6163fb59,441.2879436638329
e8c84701c041b7f3b39f3125a0449fa633589fbe,489.5040121926688
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,591.3170871220741
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,434.4649577573537
e64ad901853230e396be49311ea98121c348fac6,479.0373546164318
8532af19be3729ea233c1f29e4c015820fc7fb3a,482.9207210300612
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,462.2829244497834
26853fd075fe27954772c3070997635b94f32b83,415.6125727547327
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,540.5713061031336
574ec310dee846f9ae8eb278480257d463f6fbcc,470.8174803219077
8a46e35787225c3e7adef2b998ad9c93a952106b,512.8905861408068
b62bf908b504e8c6898777a7f5b88afed358caea,433.7661539655661
10d22971ca4f53fc62d02905809ff1c37fbb68fc,584.7266645364391
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,437.17231159652187
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,556.9438843343239
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,459.9266389288752
d76614020539405f481c0f5ffb9e6f88a0bf21b7,433.1758329563806
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,513.7298184664749
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,460.4505116940786
176b027cd932b17fcb6f119cfcef338a175062b8,384.3012842168886
41474f2dda61d97f38ba79906d3dbcce223d1bd1,518.3517230884456
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,507.78027134822054
d4e97da32ccb6987ec074aa48c24ce949c05a78c,432.9212643202603
95c1d266a2524560761df98b376c17604733a6ad,540.4257153583806
c11c4303d2632cde64105a35554ecb77a8564260,476.33384725518835
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,464.77305615923603
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,543.0679719865652
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,436.42551430316627
580c34923cbde328e0aef1641dd02033fc862c04,460.3540826711657
29d8bf198da9caa59047268faca60207da24d1b7,546.466827846265
1b3f80a1cd9fff0408e96169fcaf006936b34fed,455.6518221549771
b5932043b62e0c58e16e2cc2c9d5489390e5c895,488.5275405048125
99092cc60948943c59d68d62ed81a75a03059113,469.8138351444806
dd69fca6f17420dc911016a79e70583ca7ea330d,440.3074009035494
d387995af060965fb9d18973f3dbf4904f071066,416.8674377328338
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,485.81305859951954
543674772357cf9d8a7a8e7dfb89384af80ec30e,498.71404765455617
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,430.3919646184725
0736d379ea0962e316ce84cce8e883321be36abb,431.2578856386229
98cc842c547c69a0d27776e272fd8b61131b0b37,413.7535216146574
890b7696fa85ca2b3e90b3951efec2135e88d5cf,439.3271661979315
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,653.6828437835975
d84b48f7dc7a6e387e6e985525143589754c5b13,436.96899913518206
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,500.35307090166674
dc4fe9d4124d9278f58f6f999711116a3fe58be7,494.9391663398548
f6624d763619c0898b34dc02adf06f53a1721cd0,433.41734893393306
60b1c12559860e7ad966da4c4db5c78e17278fc0,500.94179386494415
4f365503582b97ea96462d0d36895a5e7f5926df,427.874599363364
c80869804effb21d50cc8fff3f4c27ba5521240c,384.83393199595804
d0f351638d60e84b890a498d69c9a7961cdcdf36,446.543256178234
48e8ec135997ff3676648d5c144c3c7150a7bbb1,402.3244910467175
45484014aefd10ea3e4b08fb93e66c251709cca6,449.4139571031685
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,434.44269193479187
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,389.13986028291066
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,573.3511201563731
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,418.25574864351
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,557.6231615830332
87f89c855f377c5b100ad2986cc6569e31d94a98,549.673511648241
eaecf3dd32668664e1dcc2d6c7a69042824806a6,438.9710163881545
c59b370d3aa06b68878c836bceac844953d74972,459.3590356337824
8257941af168c0cc15f28bd596fd922352dae732,403.1568342589583
854ce153823802674f35bbe1ec010b12e9b3a56f,439.71027424448295
27f1db4e266b154f6f7fbef9c225fab472652a7b,439.05406513812864
11b90bed4a05d11169f308370faf81d6e9ca2c4f,445.62127839728413
e001e1d73163c327a4d800697b1b36cd6921f60d,444.7317363620461
b83424ca8973e4b2eebf6eb9e26e842999432d22,400.2791132221093
912d751c54b46c860c5ba61666fc6fc59ca2689d,372.7311899428306
e114f7b197069bde8e158a0dbeaa022dd0c4e280,452.54344016471885
fa84edf183bd459ea9394d77bdc191683a75ff66,573.4594402708776
76190ff09a736ff83169394b770699b2709c5a27,497.34093577845186
515db15df8581ae72bb8e8358833016adee74e02,455.7894762746089
e2a05053c19e6fba60d0e582e6c7f371728a7106,474.91455108431256
2378556841bc8d5746f2b94d6adefc2db20f9518,529.9130250822691
796d558152d241567f8a72b535a5e36fe78886f3,441.4790368979646
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,520.3509328492466
3c748fc7a94edb7ac1484373751ffa8574a3281d,425.5449667393473
10a1e8808e744c619376bff659f859cd71e8c41d,457.37510441028314
fc959dafc37dde3f173f083486d84ce5c817443f,446.07116358823606
6979d91c0a1903a336c640e14eed100821a0e24d,472.77142969481815
d4e37c4c1235ce014392f6c8ba0436f195b9e459,531.6135367780207
565a955a60c6073157aa869c0351c626a7171ef3,532.4152469248022
99be797e423b5ae08fe342ea772738f71975df47,597.7762896913741
b579ea83f2d6c15b2c717d16a89827d65f39904b,484.27708824807905
e9373b5c22567bec508f2fa2580e4dc3ff687caa,537.6963901728038
a465af361b68bd536dd8bf61d522b9b21755ab60,541.2950190883118
c8feec2a94d996d03534ce935dec7a034667f107,705.7621760101313
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,475.6061295884626
f4f7888cfe88b7a3b0f3d94749921976353ae82c,493.43762778799095
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,490.7961030312323
2e466f15ac7b80870736fac2d0cf4bd7f362e852,474.7616757197873
fc83a5c665f70f39b4c7d326118cbf21a898e660,585.5183493312213
ced4913c2220be57c54bc9f87bb4f441d5976671,460.56749193345394
880ade460a231d722e8bb0e4d17f3c8f77663d37,396.7132006337156
7c869f5b89ddf3130c87011b6508ee59e32682c5,429.7181493117045
9027f65d4e576928ca59690c280050c53d66506a,668.443858497435
09eb415bcb9842d207139c8bddf32427a134d51e,519.6638087476492
f8224c83e27f4921df62876f7ff660b1dab3d974,458.41594129813046
dfec3182aec0997207e0845b072498065ec89aac,636.6532248943743
d653549f6d0ba70e2113b2cc56e9a83e331d2462,566.5451374907229
e95674df974af80342f676ca9e3540aecec2b8dc,490.7359322251705
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,542.0789626505593
22d86e8b43a9412df86ec15ac231b9919e3ec905,450.1536619846984
1c61035799f6afe7f44c1fb68567d7a8945c3943,579.7561135434964
d5ed4b8732b0d7127a64f7e71137d321c56cc198,416.9446343506808
63edbbe59337f861a710bee4fe8a691d231f23da,404.1776400653524
21b8ef230efbfca6b5f15b36a3243d76ed390967,504.9943593169732
3de3c134579726fe4606b7a05f82ce19f00adb09,636.6141549634231
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,423.76356256457063
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,387.5564005467666
520c60d32fd2af8be76abd332859b36d8ae45900,466.20310877724154
6cb6e2310b52c2898e500f81bea938446592568b,499.43435412907735
0193b535914e1c5a445bede11a408bf1709cd3cb,485.77329295927933
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,503.6678650212047
9b378e3937af8e97d4753cdf0c8917306354aaaf,483.64464033904716
1c92f54a5fe563622a0e23cf116461a7e147efd8,546.9682870208931
90facc45f7578775e3278aa0bd4fb59dad4d37c1,421.99220340722326
c8062c4cc7e023996bd37b87295f5a2957ddb172,453.825619167938
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,585.8835682098886
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,441.844861346063
1b61f7e184c7040ae4cea725153965e1f7f75308,435.1945424683655
95a9c65324583892b2d1a0c1c5163488f92d4a6d,404.48806119383414
5b7e7632cf766876026d0da6aa7c6df77bc13438,434.88081503726545
96fd0462597b8cf21b1e918c1947106cd8359e5d,524.3714780471826
5c1cef937c40bf8c30c119160bedde7ef679454e,600.0291927293626
e39fbeab552a4b6492346d821d095c3a0d691555,429.8044489789366
93694c58636eabfe86550e734efb3775ba4d739f,485.2390584208808
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,627.8233175501812
6c05e70130682975c1485a862b6e08b895650671,434.98486108406877
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,409.80603776833044
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,385.2811330473294
283df09083d3c7bec2590f22355c7ba32ec88623,506.00177544646596
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,578.7645327837847
23131f453efc29c2af9553d307692c60a3add1ae,440.8268517136741
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,425.22085354268364
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,512.7697954772595
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,416.3433588516333
72882a9cffe151d94be90e02ce3967a91b628099,484.6981158768814
cf62916c9829bd3ad05104151eee856d6de7ca1c,604.1901604025252
6b8f4241357e65c0491cc0ef96396f811574134c,448.1186589594407
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,410.40737685659644
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,457.9654908774457
8288badec4740382dbf7c33e4095cd4db0021bf7,388.328722225298
5e139289eb167622f915eea3d1d6e49d15d1c873,499.7716430972701
fc050b2c8fa3446890fe1418332352177dd34506,452.8772708387688
8f309746992f374b4c2ea88f171233a9469ba649,435.1198236838602
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,463.1992376840012
145b6344526f9df32f4046c8227282477c51d69f,430.29748696606975
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,466.56419896683
b23775f4cd460ba687d77b058f2bc46381a0fbfe,445.5036123095629
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,603.8699865215424
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,443.89592143630705
2bf8abe8000927aeff885fdb26e82579b54bb657,426.94074036286236
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,521.2330488921054
3ef584654da4e658ecdffb68bc4398c97f850ccf,429.98678864971095
ea90166cae72eec871b4100ed8df997253bea84b,479.3748818279454
0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,513.7729163771794
39e7d2bf0be98a9698aa1369b7ca5576d392a777,467.7586334042545
01d88812b1d865b9797b9c57ed7538527593eb1d,553.8306957230925
879d82fe92a01214851fbeb62cd533fbc9d4ab87,537.0453778799686
bddbc541b26cbdc46bf0e2df980a3c8078f13cb9,484.23625512021505
a185d42f150631e1f22e1d81f965dda9833d0bec,457.7932563188766
c5994a51d6c24ee4360aee344cebf55bd01c39e3,522.2434669095221
bbe2574187920d91ca67a657c5a476f92f8ac142,471.35858168454484
8637d558542ccd4a1cd1d3ab336711edad60a966,463.44034031001905
88c22a24bf7c1f218cdd78973beb0e93d5fabbfa,454.89412982544627
4d12becc50fceaa6423313e98858cee7d438cc36,494.78775208476276
5c55594ff65d25732d6104cf60588ae877cb6e9c,590.6762669243351
ebd6ed760a482a95ddc04d78254761296ea73608,528.9053395134736
0a5d7cb6bd339bb5ed303bbba82a3c0e10b1a405,479.69800313782696
49a9374bc759c6a4d1f8fce5ade5908afe72803c,473.3494489909261
4f735bfdc3f9ff0ca502f569e2511fe07c48f16c,455.3739947018834
0f31c91179f811dc6de3d071914cba2716013473,434.617754568765
0d5e00d498ff6f08f74dad2a0d8f566f0c82e978,482.71845999432674
a945e7b0eedbc6722edf61c6e9115199efa0e79b,621.5525233405979
b52cae71211465e9b76723d1dab3cbb973a76a5e,430.1888975314781
c64825379cc10911781e842c315951b835c0246d,446.41516025030927
3bbcc2404ed1002943c4a80215c47ff1ba31ebbf,470.5556040772821
d077ad9b71684906e32bdfefac01c893ff875c40,519.9590193760537
0e02316fc08deb2a0ccf7b606d3564cf17d6763a,419.369527012252
44cb1704d691a020beab734f494635e2603af38b,439.7026424807124
c1605ac858a2c5e7a3d674bc0dc56b9bf9fc9b67,493.1105699422902
623b39408740e01c79d585779f119b7bd31aca5e,475.3531495747299
0954f039d7ce9b83b763b6406d3be54af9d386a0,411.4668896702618
feeb6dcbdd5c1d3978768ecfba0f415b01b8cb3b,438.41752834445543
bc764ff3e2905ae18491fcc46b2cf1812bf43771,604.8920085231916
4d0b3bca1ec9337bb27b9d6710702ebb79a90046,514.0305438181272
b62836e36b6a37a18823b0176647b31ed84bd759,455.0456917821198
48b56e1d641022967e5b2791de675d524b685afe,445.69663893157986
6432732876989f4279e03bea20c37a21e0ce488d,655.208472606884
c322f8d156e174e549a44fdde96be32358ab85a3,442.97594035969064
92f7742f9719e14801466a45e33f904e27be2b17,442.65517742959526
8f00986f46ca0c0eb14d9d8e811919bb76d29fed,431.02558733150676
bfa438beba3914291e0978747404004f6ac79179,428.40916437883556
9ee6755fd1b35eb53b9ec0d1afeddae8b1d8f38c,480.8917846226154
ae6a72fb90a0c32b27c4aa45ff692c3783de2290,401.455425972321
b10d3fcde629e4b68758d3dc58911a113837d255,471.99098577941794
2f63a217a4f812d4bb8e3a4a569d43ee7b36a2b2,414.3000212715852
587f219b07191d201677be07e43852b73a5dfeda,476.09832492690674
c669af3c60a62511990ed5f486c525285df59750,486.05523827446973
0dc0351a9da12f74bd5ebc918d60f9580be35182,451.04248322748066
20cf36f1ab557d2f44d1fba0291054ecb26d8a8a,403.1981440360677
d053a386f5497719e02334cc444acc545258bc3e,537.8654532914777
446a666ce7e015158181ce032e318a2ceffad8e1,457.7614509621607
ad896f169fe2e02c8cda5553fc0cb4aa100fee20,407.73907748472334
80069d0ec6aecb2f74d973c5bdc5c53ff2a48413,490.25551790777155
dc56167fb0ffcbf92624206591985da23ba078a3,457.77098102410145
10f8e410cadeee997d11e86ed5749c98c184f102,470.1177322003483
9c0cedfb49df5633bdc16bc263e8f574a1e283d2,444.86432537356785
b18c91072332db5e81e51adf0ad4a18c682fe025,392.4490085853708
0d6cc0da68e9b6242b5ce66bbc0ed812fc559874,439.8500217731622
040e479d45f83b7944be895d04b035489e544ab1,460.5627280086665
b505434998285eb78dfdb4341e4a29cc13a2130a,412.84260105492933
b16fb245d399e311b54c8f9edbe23b0814c8b6d7,415.3026765141268
1167115298a1ed2c659e1e365224311af48ff8e6,540.4370218242229
ce62d6ee9ae7ef876a5642ccf61e1acf7f6aa12c,384.11041801865656
386238d9cc8f497486ec335159e3d3fb59d9d57c,524.3297478531731
abafba1eacd1b34ef2e197683cc1d19e7c47cd9d,431.10286326384295
961f5a44f06750c88181c1809c6d002252b8d4e9,477.75743181915743
24605a2eda427ea715d61e72f5e40d6afd31bcfd,584.8226654249843
9810f9ad1fed4a44dd3150d3a93c2321402176f7,434.3418178595942
0b01e142abc07e710ae4f8a315866d95f16d592b,533.8642161477308
ab9b69839b48825032b5f4778eea40e321c1ece5,457.08188495377345
3004e0b4f4b454854f0bb254473aa012e17071fd,619.9159283278345
84083dec8994b0da91c7be5bd5cf540a92d367f9,384.7709367821784
c7edc5daf30c7d84bb0b858deb7b6f0cc58fcad7,514.8695639797079
55a278c454fb7415451563c61ed46f5d9dc352d6,519.6798782816845
051c748ebab016611de489dfc13b6616d1070361,476.2268061349141
e2f476ff901b0c67a7df201c865aca3219bfd803,516.2991241324012
7ae5a82f05c571cbccd3d1057aa2ee320633335c,486.1932558052697
1c86c6bc97a76e31219f8902c13627c0de70c6cb,491.9481481850403
e6b0a19633e93aa0e26b5644d0142d79c7526d5d,463.6363985110775
acbc30d483ea45980ae8919a1e608acbb560d796,533.6578192493507
d4cc2188bbe4365cbbec0d8e697f5f982d217c55,486.907348480752
3c049c9981020ef5f6968e0eec4e6969fd2f4b0d,432.8649058935641
a5c39ced20251de476553163291f5141f9b66d1c,393.86748410355443
6d9409ae58f72c208c0ad1c8168080a8deeef8a2,445.9172569362818
85e6b7523bb635e5552fa91b4a79122118918668,534.7105011199044
5443c9e35006e84510c518efc894c075b606c83f,414.1435222823085
80b9f96ee31137fbe9158841eb193d26d6dd762b,470.75232341964653
6091d7a1acb022b664e212bbc322932384824ab4,443.48116383309537
828f1541b637d7781583e98f754bbb433f2d1dd8,533.6934820569857
aace2a613988d1619385514862b227ec1a616255,401.45485915054394
45a6fba80a860b768d6b4172b97e35f0b06db075,516.000794495862
4b93629e017653c27a7ac99b9ed6fafa003a6777,491.6550402696624
ddd68576dd27c673687d8b04057adc396a75f566,465.8135764749651
ed9e6225f3914f90c61a39572bf1ad207688a3f0,477.7163729353415
270692d94f5e7f0d9dca2a1acf8f3ab24dbe1bf1,549.1009921557024
afcb620ab13d96348763196f200b6bf94ab1c060,439.33735730468084
7cfb1d64261039d25784ecc70e9bf286ac9492c9,465.26456480401544
4cf6407fb9c6a86e31d6e45ed7ba4e0531279d40,418.5187982669412
5dc2bf0223a2c68ccc7a74e5c61571c31eb62343,432.8883234739657
d6c682e729a33858ccdaf54a2a3c625c82ddc108,478.4892712426442
793d1bfef9d9f220421ffb7b334d6cc0bd005a59,573.8175452083358
0ff0abca7be65e556773ff1395550ef791c4d272,526.4198481234173
af5143b6372ff9e30d17884cead389c15fefde19,421.587517235363
d1f6e0c6d574a1def695974263f5e1461d99e90f,615.1945135917433
31c2a0c6107ea4c62557f793221b4c341b73b958,411.7752133760298
650ed2fdd80680c747363dd1085dd191c60a0d8d,521.2868303643347
548cda0eb6595f3e63ff696ba2c76968d822e92e,447.88594744799906
6e54fe08c0b09ce7e1e97e331fe394ef9bc90ef7,478.7663789741831
4c314024a3148ca131970a181ffb67bc108c25f0,453.64750253166744
9175008ab4a7ec7a5eb989e56a73c49ad37a0da0,366.22303169928114
8276b13cbb842748278f0bb9434d9aa34b8764cf,554.8133970230842
